ORF,O1,O2,N1,N2,S1,S2,Q1,Q2
CAGL0C00968g,400,267,302,287,120,113,409,269
CAGL0C01056g,121,125,94,78,59,30,97,76
CAGL0C01067g,248,262,185,185,91,73,174,180
CAGL0C01078g,127,137,91,107,32,43,77,104
CAGL0C01133g,791,585,634,593,267,242,599,441
CAGL0C01155g,431,219,343,337,110,254,304,153
CAGL0C01177g,1610,1015,1215,1123,452,1129,1414,805
CAGL0C01199g,1814,1335,1473,1025,527,1053,1254,835
CAGL0C01221g,4839,3550,3280,2455,1737,2568,3360,2552
CAGL0C01243g,1629,1162,1190,974,702,1050,1161,877
CAGL0C01265g,2830,1926,2205,1796,795,1534,2308,1398
CAGL0C01287g,1120,888,818,552,394,601,681,611
CAGL0C01309g,1101,779,967,822,342,615,967,666
CAGL0C01325g,6481,5758,5311,4609,2302,2559,4960,4739
CAGL0C01331g,2054,1323,1390,952,666,1229,1305,1048
CAGL0C01353g,2801,1857,2387,2521,1107,1708,2956,1699
CAGL0C01375g,1008,718,1167,1544,559,628,1655,786
CAGL0C01397g,36,18,119,71,26,24,59,43
CAGL0C01419g,1513,961,1048,626,266,609,959,869
CAGL0C01435g,493,403,355,300,220,301,445,360
CAGL0C01441g,4384,2911,2822,1846,897,2401,2508,1912
CAGL0C01463g,459,370,566,534,210,353,655,371
CAGL0C01485g,1580,1349,1252,1099,748,1029,1237,982
CAGL0C01507g,1463,1264,1570,1402,411,449,1397,1177
CAGL0C01529g,1493,1237,1246,1056,788,931,1349,955
CAGL0C01551g,502,479,781,666,205,217,698,484
CAGL0C01573g,7413,6611,5514,4015,2127,2170,4831,5072
CAGL0C01595g,1938,1040,1256,1259,951,1153,1340,752
CAGL0C01617g,23,17,10,4,1,11,10,10
CAGL0C01639g,4240,3533,2831,1571,1390,2780,2232,2305
CAGL0C01661g,813,520,701,590,298,366,631,460
CAGL0C01683g,2837,1864,2956,2575,1239,1925,3020,1699
CAGL0C01705g,1243,1106,1154,1041,797,787,973,839
CAGL0C01727g,1235,957,1144,1112,536,673,1277,746
CAGL0C01749g,1769,1041,1026,685,763,878,719,515
CAGL0C01771g,320,212,493,557,201,176,586,265
CAGL0C01793g,481,307,594,508,306,275,522,240
CAGL0C01815g,1250,1032,1399,1412,469,540,1311,987
CAGL0C01837g,473,307,349,374,158,320,337,139
CAGL0C01859g,5,2,6,6,5,0,3,7
CAGL0C01881g,1553,1109,1735,1530,591,764,1601,962
CAGL0C01903g,448,381,487,372,129,265,503,340
CAGL0C01919g,3,4,3,7,1,1,2,1
CAGL0C01925g,1447,1050,1030,728,552,884,1069,764
CAGL0C01947g,11859,8016,8694,7175,4862,6348,9058,5283
CAGL0C01969g,668,490,617,669,312,423,842,483
CAGL0C01991g,207,134,222,193,91,128,195,144
CAGL0C02013g,1046,667,1220,1087,525,459,1015,566
CAGL0C02035g,3172,2422,2943,2492,1447,1448,2793,1728
CAGL0C02057g,52,25,28,11,27,28,18,5
CAGL0C02079g,523,310,422,290,190,335,393,281
CAGL0C02101g,613,357,618,516,249,289,659,415
CAGL0C02123g,1837,1118,1582,1420,686,1210,1871,1211
CAGL0C02145g,1412,841,1220,1099,392,909,1208,686
CAGL0C02167g,1508,1475,1365,1218,651,814,1611,1251
CAGL0C02189g,26320,19081,15203,12137,12759,14349,13154,7494
CAGL0C02211g,3839,3502,3373,2597,1757,2513,3193,2755
CAGL0C02233g,2225,2177,2345,1415,928,1262,1721,2062
CAGL0C02255g,182,124,212,218,59,117,228,132
CAGL0C02277g,1520,1131,1192,982,495,855,1243,925
CAGL0C02299g,588,438,370,231,181,267,322,292
CAGL0C02321g,239,274,1258,1298,201,154,929,637
CAGL0C02343g,14031,10811,10016,6585,4643,6190,8739,7019
CAGL0C02365g,36,37,89,93,30,34,51,35
CAGL0C02387g,230,201,160,175,101,174,223,177
CAGL0C02409g,837,606,753,784,267,404,762,502
CAGL0C02431g,1373,1146,1154,951,422,765,1067,735
CAGL0C02453g,1608,1436,1619,1484,639,516,1450,1073
CAGL0C02475g,1188,1160,959,761,690,918,995,847
CAGL0C02497g,882,629,673,521,402,503,666,535
CAGL0C02519g,265,261,91,14,151,135,44,62
CAGL0C02541g,2156,1559,2069,1605,608,895,1710,1227
CAGL0C02563g,1736,1124,1537,1371,586,1321,1673,880
CAGL0C02585g,2029,1403,1363,1043,645,1169,1305,1053
CAGL0C02607g,686,496,668,599,183,495,717,411
CAGL0C02623g,4237,3422,3439,2429,1508,2322,2867,2724
CAGL0C02629g,0,3,4,3,1,0,0,0
CAGL0C02651g,804,581,760,830,441,412,1034,652
CAGL0C02673g,1484,1070,1390,1038,375,939,1545,1065
CAGL0C02695g,779,551,700,544,204,514,794,486
CAGL0C02717g,274,210,327,285,114,170,312,188
CAGL0C02739g,268,204,1061,1003,164,136,456,243
CAGL0C02761g,2103,1236,1782,1654,1065,1243,1889,960
CAGL0C02783g,5,2,4,3,2,8,3,1
CAGL0C02805g,894,631,696,549,296,386,747,643
CAGL0C02827g,1212,1148,940,780,441,671,940,983
CAGL0C02849g,658,531,692,593,342,444,725,470
CAGL0C02871g,690,470,592,460,216,378,586,359
CAGL0C02893g,961,731,841,803,290,461,950,631
CAGL0C02937g,391,268,357,348,105,141,375,204
CAGL0C02959g,2229,1546,2217,2227,1169,1491,2115,1229
CAGL0C02981g,1340,1169,1026,838,652,809,1050,743
CAGL0C03003g,980,802,703,528,342,488,601,538
CAGL0C03025g,2237,1818,1807,1489,973,1329,1994,1495
CAGL0C03047g,2559,1629,2090,2134,1540,2169,2409,1460
CAGL0C03069g,3531,2946,1979,2744,2017,1958,2625,1179
CAGL0C03091r,0,0,0,0,0,0,0,0
CAGL0C03113g,1513,1157,2430,2732,660,698,2342,1429
CAGL0C03135g,954,683,883,735,265,559,994,505
CAGL0C03157r,0,0,0,0,0,0,0,0
CAGL0C03179g,1986,1441,1657,1525,880,1188,1937,1243
CAGL0C03201g,1193,713,1310,1060,420,736,1249,613
CAGL0C03223g,4684,3349,3218,2830,1576,1648,3441,3118
CAGL0C03245g,107,80,122,54,30,35,78,88
CAGL0C03267g,2186,1740,2956,2322,871,1077,2556,1718
CAGL0C03289g,1051,619,828,591,236,638,578,244
CAGL0C03311g,157,206,163,158,104,128,195,151
CAGL0C03333g,1082,962,1321,817,269,384,665,674
CAGL0C03355g,1252,938,739,528,357,679,663,649
CAGL0C03369g,7837,5275,5384,2961,2417,3814,4267,3606
CAGL0C03384r,21,14,15,16,5,8,12,7
CAGL0C03399g,2122,1793,1824,1785,830,963,2156,1777
CAGL0C03421g,1775,1414,1507,1352,643,891,1582,1336
CAGL0C03432r,1,0,3,0,1,0,3,1
CAGL0C03443g,1167,957,806,856,521,454,1081,515
CAGL0C03465g,590,430,610,638,361,291,658,375
CAGL0C03487g,630,514,506,438,263,362,549,395
CAGL0C03509g,1343,1038,1669,1423,583,824,1703,1037
CAGL0C03531g,1057,710,735,458,367,362,618,521
CAGL0C03553g,579,487,645,623,193,189,595,501
CAGL0C03575g,2,3,15,2,1,0,6,6
CAGL0C03597g,1403,1183,1894,2191,779,746,1951,1338
CAGL0C03608g,4224,3161,4126,3355,1543,1621,3751,2428
CAGL0C03630g,5105,3485,3432,2455,1798,2918,3418,2423
CAGL0C03652g,1231,716,945,833,460,649,955,538
CAGL0C03674g,424,310,438,413,210,282,442,296
CAGL0C03696g,313,257,405,376,105,242,407,234
CAGL0C03718r,0,1,0,0,0,0,0,0
CAGL0C03740g,622,512,1104,830,648,819,1186,1039
CAGL0C03762g,326,289,257,193,163,202,243,147
CAGL0C03784g,1280,737,895,656,709,1122,844,351
CAGL0C03806r,1,0,0,0,0,0,0,0
CAGL0C03828g,86,56,78,79,27,49,89,45
CAGL0C03850g,585,398,751,759,339,483,728,313
CAGL0C03872g,73,53,36,45,5,14,47,22
CAGL0C03894g,1076,757,1100,1049,350,551,963,590
CAGL0C03916g,92,60,69,76,35,60,46,22
CAGL0C03938g,0,0,0,0,0,0,0,0
CAGL0C03960g,0,0,0,0,0,0,0,0
CAGL0C03982g,2,0,2,0,0,0,0,0
CAGL0C04004g,191,128,220,167,29,52,95,55
CAGL0C04026g,580,402,597,537,243,375,708,319
CAGL0C04048g,3778,2628,3458,2937,1620,2358,3372,1972
CAGL0C04070r,0,0,0,0,0,0,0,0
CAGL0C04092g,375,268,470,454,242,279,327,176
CAGL0C04114g,5873,4542,5648,4070,2080,2766,5261,3602
CAGL0C04136g,5520,4582,5049,3256,1694,2353,4790,3636
CAGL0C04169g,918,684,989,914,246,442,1004,576
CAGL0C04191g,769,525,1499,1450,383,441,764,343
CAGL0C04213g,7,1,3,1,2,4,1,2
CAGL0C04235g,1268,1096,804,635,255,935,907,683
CAGL0C04257g,1876,1119,1474,1328,726,926,1523,935
CAGL0C04279g,1171,922,886,698,403,758,940,647
CAGL0C04301g,7643,6255,5633,4055,3934,6472,5481,3895
CAGL0C04323g,110,72,247,185,28,30,129,78
CAGL0C04345s,0,0,0,0,0,0,0,0
CAGL0C04367g,1091,946,1299,1237,786,863,1353,704
CAGL0C04389g,8781,5621,8486,6389,3780,4359,7582,4619
CAGL0C04411g,4392,3260,4312,2377,1555,1954,3968,2702
CAGL0C04433g,2025,1573,2035,1829,821,1014,2310,1407
CAGL0C04455g,1437,1246,1366,1192,500,359,1347,1203
CAGL0C04477g,1497,1607,1331,1177,635,806,1565,1409
CAGL0C04499g,863,675,660,702,370,383,728,521
CAGL0C04521r,0,0,0,0,0,0,0,0
CAGL0C04543g,431,355,634,623,179,181,365,262
CAGL0C04565g,746,443,536,317,187,368,465,334
CAGL0C04587g,461,277,1072,983,353,425,716,270
CAGL0C04609g,428,320,605,736,333,241,720,351
CAGL0C04631g,409,337,400,378,176,231,438,341
CAGL0C04653r,0,0,0,0,0,0,0,0
CAGL0C04697g,1790,1507,1298,1157,878,821,1414,1136
CAGL0C04719g,248,211,187,184,168,111,219,128
CAGL0C04741g,3377,2933,4563,4465,884,938,3728,3416
CAGL0C04763g,1158,725,787,927,499,748,812,355
CAGL0C04785g,23,21,45,14,8,6,12,10
CAGL0C04807g,2035,1384,1392,1182,971,1097,1475,917
CAGL0C04829g,255,190,160,173,126,183,166,100
CAGL0C04851g,543,409,370,346,288,351,312,229
CAGL0C04873g,1333,836,928,967,521,656,911,452
CAGL0C04895g,530,353,502,536,293,363,495,227
CAGL0C04917g,2581,1852,1126,1707,1088,1624,2372,1264
CAGL0C04933g,55,38,6,7,27,46,35,49
CAGL0C04939g,52,39,289,333,21,34,139,20
CAGL0C04961g,889,615,627,608,358,549,767,373
CAGL0C04983g,5268,3658,4501,3427,2617,2686,4092,2433
CAGL0C05005g,269,189,309,258,77,205,300,158
CAGL0C05027g,137,89,747,1035,63,60,591,192
CAGL0C05049g,2470,1490,2039,2269,1026,1564,2532,1123
CAGL0C05071g,666,449,611,555,425,563,645,320
CAGL0C05093g,1761,1014,2022,2230,1204,1698,2725,1429
CAGL0C05115g,1214,1130,1106,1363,323,461,2306,2573
CAGL0C05137g,9055,7103,9626,9445,2931,3132,8554,6626
CAGL0C05159g,1830,1323,2426,2041,805,1033,2188,1388
CAGL0C05181g,4361,3307,3071,1930,1359,2034,2871,2430
CAGL0C05203g,1043,776,839,877,492,562,1053,604
CAGL0C05225g,720,489,672,692,309,507,724,384
CAGL0C05247g,1909,1492,1905,1704,963,1247,1879,1464
CAGL0C05269g,444,295,505,667,270,294,557,354
CAGL0C05291g,1433,1031,1141,1002,540,824,1308,849
CAGL0C05313g,5439,3457,4191,3450,2190,3513,4506,2570
CAGL0C05335g,201,121,170,156,81,85,176,101
CAGL0C05357g,1498,1096,1437,1117,511,902,1303,929
CAGL0C05379g,30939,21820,23137,16277,10550,12470,21849,13998
CAGL0C05401g,0,1,0,0,0,0,0,0
CAGL0C05423g,553,388,610,562,257,293,634,347
CAGL0C05445g,438,345,503,379,111,241,396,253
CAGL0C05461g,743,597,549,413,291,479,536,385
CAGL0C05467g,3,8,1,4,0,2,3,2
CAGL0C05489g,543,332,481,407,114,233,302,243
CAGL0C05511g,2512,1734,2494,2102,1241,1517,2179,1083
CAGL0C05533g,245,177,512,461,175,156,315,184
CAGL0C05555g,238,215,233,206,87,95,204,130
CAGL0C05577g,9,11,6,0,0,3,1,1
CAGL0C05599g,999,691,966,753,140,585,1076,587
CAGL0C05621g,0,0,2,0,0,0,0,0
CAGL0C05643g,0,0,46,47,54,161,6,1
CAGL0D00105g,0,0,0,0,0,0,0,0
CAGL0D00110g,0,0,0,0,0,0,0,0
CAGL0D00116g,0,0,0,0,0,0,0,0
CAGL0D00154g,4,1,8,9,4,5,9,0
CAGL0D00176g,28801,18026,25268,17815,15942,17451,24670,16788
CAGL0D00198g,106,82,102,62,21,37,93,57
CAGL0D00220g,1363,1148,878,406,490,1171,635,702
CAGL0D00242g,1164,837,1013,796,341,891,982,623
CAGL0D00264g,46,34,26,14,3,45,28,14
CAGL0D00286g,2355,1666,2571,2126,1164,1761,2331,979
CAGL0D00308r,0,0,0,0,0,0,0,0
CAGL0D00330g,477,403,505,323,75,381,461,324
CAGL0D00352g,200,140,382,368,104,146,298,170
CAGL0D00374g,0,1,0,0,0,0,0,0
CAGL0D00396g,0,0,0,0,0,0,0,0
CAGL0D00418g,3856,2962,4416,4276,1331,1656,6672,3936
CAGL0D00440g,590,451,469,398,202,267,410,355
CAGL0D00462g,1710,1738,1669,1662,755,1114,1808,1412
CAGL0D00484g,8289,6019,7759,5912,2999,5104,7238,4480
CAGL0D00506g,531,398,416,379,257,354,363,244
CAGL0D00528g,57588,31248,36242,37249,27408,35474,42584,16667
CAGL0D00550g,9571,7421,6788,3985,3209,5508,5210,4490
CAGL0D00572g,719,533,752,588,111,400,718,469
CAGL0D00594g,680,555,799,781,371,481,763,416
CAGL0D00616g,34528,27879,25575,19122,17151,23418,26861,19181
CAGL0D00627r,9,6,4,4,2,5,11,7
CAGL0D00638g,3598,2431,2792,2005,926,2164,3036,1999
CAGL0D00660g,708,502,1085,965,200,444,1026,535
CAGL0D00682g,1825,1674,1548,1190,697,1016,1449,1381
CAGL0D00704g,750,417,1187,1219,383,347,861,375
CAGL0D00726g,403,290,365,289,175,257,294,239
CAGL0D00748g,2460,1467,2031,1492,1048,1583,1941,1198
CAGL0D00770g,3064,2205,2159,2376,1673,1540,2464,1555
CAGL0D00792g,1120,835,980,858,573,842,1137,696
CAGL0D00814g,1187,913,925,876,589,809,1053,759
CAGL0D00836g,4002,2354,2755,1842,733,2132,2638,1810
CAGL0D00858g,22613,14427,15062,9436,10745,13898,16085,9369
CAGL0D00869g,1,1,6,1,1,2,0,1
CAGL0D00880g,6734,4167,4323,2299,1740,3380,3442,2628
CAGL0D00902g,180,145,191,199,128,129,223,96
CAGL0D00924g,2341,1682,1856,1192,894,2158,1841,1333
CAGL0D00946g,49,51,31,47,14,37,30,18
CAGL0D00990g,103,57,151,188,74,79,138,74
CAGL0D01012g,2200,1437,1753,1496,787,1369,1909,1090
CAGL0D01034g,13497,10936,14008,11725,5962,7036,10515,6833
CAGL0D01056g,289,188,284,313,119,139,256,141
CAGL0D01078g,7665,5335,6587,5741,2976,3993,6856,3913
CAGL0D01100g,817,636,922,1192,377,522,1203,691
CAGL0D01122g,1415,1042,1287,1217,604,818,1381,831
CAGL0D01144g,1148,563,1008,833,578,713,1140,555
CAGL0D01166g,399,243,418,270,155,255,347,216
CAGL0D01188g,22308,17590,18701,14327,7979,9651,14186,11500
CAGL0D01210g,374,252,367,304,157,178,337,251
CAGL0D01232g,978,763,1167,1189,578,667,1259,766
CAGL0D01254g,2,5,6,10,0,3,6,2
CAGL0D01265g,5515,2785,5361,492,2224,1027,622,2753
CAGL0D01276g,780,853,1259,1318,304,366,1291,802
CAGL0D01298g,10196,7041,9668,11138,3921,3394,10307,6265
CAGL0D01320g,693,529,612,516,342,467,640,543
CAGL0D01342g,2821,2357,2451,1969,1000,1531,2467,1934
CAGL0D01364g,5610,4768,5166,4148,2050,2976,4379,3474
CAGL0D01386g,1198,856,1043,923,411,757,1146,798
CAGL0D01408g,6534,4826,4857,3967,2998,3285,5434,3522
CAGL0D01430g,300,226,356,349,164,238,250,148
CAGL0D01452g,3012,2237,2817,2391,1453,2194,2713,1719
CAGL0D01474g,106,92,202,312,70,67,230,105
CAGL0D01496g,485,421,662,746,290,337,732,446
CAGL0D01518g,114,70,150,129,39,37,103,67
CAGL0D01540g,1902,1598,1661,1517,1028,1217,1961,1505
CAGL0D01562g,1119,778,784,499,469,729,653,466
CAGL0D01584g,303,196,467,361,134,157,359,184
CAGL0D01606g,1228,738,1054,879,547,694,909,608
CAGL0D01628g,405,295,401,322,147,301,382,263
CAGL0D01650g,678,504,613,600,278,421,759,462
CAGL0D01672g,1554,992,1598,1330,266,922,1772,936
CAGL0D01694g,6,7,10,2,2,0,4,3
CAGL0D01716g,3509,2605,3261,2613,1694,2454,3420,1934
CAGL0D01738g,1548,1106,1093,1062,714,962,1346,822
CAGL0D01760g,1098,858,966,1076,703,623,1163,575
CAGL0D01782g,598,355,780,897,237,287,911,389
CAGL0D01804g,1632,1056,1420,1392,700,1044,1722,971
CAGL0D01826g,8085,4444,5689,4192,2953,4721,6318,3399
CAGL0D01837g,90,53,90,68,53,71,68,37
CAGL0D01848r,0,0,0,0,0,0,0,0
CAGL0D01892g,4523,3455,3791,3067,1954,1950,3440,2339
CAGL0D01914g,1360,861,1270,1115,614,721,1337,769
CAGL0D01936g,674,635,698,804,258,317,793,642
CAGL0D01958g,5825,6313,8747,6737,2420,2479,6702,6212
CAGL0D01980g,864,832,894,952,408,363,835,755
CAGL0D02002g,1746,1422,1509,1073,654,1103,1442,1042
CAGL0D02018g,330,265,306,233,168,231,289,230
CAGL0D02024g,1120,856,802,679,494,524,863,692
CAGL0D02046g,699,567,575,413,363,426,553,445
CAGL0D02068g,2299,1549,1886,1717,850,1322,2286,1289
CAGL0D02090g,30268,23028,23896,21689,11672,11956,25076,14718
CAGL0D02101r,11,15,10,15,1,13,10,7
CAGL0D02112g,1139,606,1002,946,324,612,1140,568
CAGL0D02134g,100,46,181,162,42,60,138,70
CAGL0D02150g,229,192,247,167,116,186,206,195
CAGL0D02156g,412,361,380,372,230,268,377,256
CAGL0D02178g,1595,992,1226,980,464,872,1214,688
CAGL0D02200g,582,432,527,385,107,324,429,263
CAGL0D02222g,526,373,440,304,51,394,358,229
CAGL0D02244g,72,32,63,68,16,22,63,28
CAGL0D02266g,399,295,500,530,212,282,445,299
CAGL0D02288g,1715,1205,1482,1186,475,927,1559,1006
CAGL0D02310g,2698,1797,1813,1496,622,1404,2360,1482
CAGL0D02332g,1764,1223,1544,1270,487,958,1698,990
CAGL0D02354g,1047,757,831,613,325,614,824,574
CAGL0D02376g,935,556,720,590,211,639,766,396
CAGL0D02398g,892,552,878,778,446,489,915,531
CAGL0D02420g,103,89,131,134,45,118,133,82
CAGL0D02442g,2423,1945,2229,1874,1074,1346,2297,1514
CAGL0D02464g,408,284,375,463,159,272,483,192
CAGL0D02486g,967,654,730,855,221,484,1132,751
CAGL0D02508g,659,462,678,646,218,418,702,316
CAGL0D02530g,7103,6843,5521,4756,2338,4352,4446,4372
CAGL0D02552g,136,122,161,158,50,108,168,78
CAGL0D02574g,797,511,980,955,222,453,1093,485
CAGL0D02596g,497,405,469,442,256,341,618,377
CAGL0D02618g,1051,704,1450,1298,587,541,1085,601
CAGL0D02640g,0,0,0,0,0,0,0,0
CAGL0D02662g,0,0,0,0,0,0,0,0
CAGL0D02684g,995,764,1012,763,242,695,1025,586
CAGL0D02706g,3242,2183,2191,1037,699,1942,1804,1368
CAGL0D02728g,507,291,467,445,314,400,365,136
CAGL0D02761g,165,94,115,114,87,106,137,47
CAGL0D02772g,1692,1333,1529,1188,663,1028,1353,974
CAGL0D02794g,938,804,988,781,312,278,828,533
CAGL0D02816g,1475,1118,1198,846,445,1103,1193,785
CAGL0D02838g,2319,1421,1701,1108,750,1409,1458,1001
CAGL0D02860g,236,162,253,176,54,115,173,155
CAGL0D02882g,830,600,882,828,280,527,983,531
CAGL0D02904g,1477,906,1113,748,316,879,1184,773
CAGL0D02926g,603,512,554,578,220,203,563,429
CAGL0D02948g,13040,9361,9522,12438,6417,5455,14114,8972
CAGL0D02970g,447,354,313,239,183,284,359,331
CAGL0D02992g,841,522,683,608,333,558,739,406
CAGL0D03014g,5629,3703,4061,3242,2214,3306,4642,3136
CAGL0D03036g,1180,788,1038,1089,382,611,1035,523
CAGL0D03058g,3070,2438,2416,2490,1269,1681,3510,3064
CAGL0D03080g,705,474,677,566,234,422,707,454
CAGL0D03102g,293,233,312,269,164,201,325,225
CAGL0D03124g,5974,4361,3902,2202,1875,3219,3270,3066
CAGL0D03146g,752,533,592,477,270,389,550,373
CAGL0D03168g,1711,956,1510,1370,538,966,1759,841
CAGL0D03190g,4181,3161,3158,2393,1723,2333,3301,2271
CAGL0D03212g,1464,1150,1239,947,663,1018,1177,901
CAGL0D03234g,790,651,832,694,219,433,722,545
CAGL0D03256g,1555,1147,952,940,673,1206,1237,599
CAGL0D03278g,856,560,466,506,567,717,609,259
CAGL0D03300g,1592,1181,1156,852,662,1164,1227,883
CAGL0D03322g,2111,2001,2171,1526,767,784,1695,1450
CAGL0D03344g,778,517,704,698,197,334,828,572
CAGL0D03366r,0,0,0,0,0,0,0,0
CAGL0D03388g,1778,1288,838,1003,1101,1497,1132,586
CAGL0D03410g,501,316,381,284,181,275,321,221
CAGL0D03432g,10311,7666,7425,5638,4563,5720,6157,3720
CAGL0D03454g,2170,1740,1721,1330,731,866,1799,1378
CAGL0D03476r,0,0,0,1,0,0,0,0
CAGL0D03498g,1709,1457,1639,1652,684,798,1607,1304
CAGL0D03520g,1879,1244,2023,2016,774,810,1874,1347
CAGL0D03542g,1164,779,1025,835,460,593,1141,730
CAGL0D03564g,1113,777,1155,1064,477,836,1594,973
CAGL0D03586g,2444,1616,1812,1598,1413,1417,2136,1299
CAGL0D03608g,7,4,7,1,3,4,2,3
CAGL0D03630g,110,81,59,59,18,87,90,40
CAGL0D03652g,958,680,949,947,374,640,1140,611
CAGL0D03674g,6613,4337,5152,3185,1907,2723,3558,2879
CAGL0D03696g,742,558,814,689,332,550,900,588
CAGL0D03718g,5873,4027,4510,3783,2166,3008,4054,2880
CAGL0D03740g,1393,1134,1046,809,648,781,905,705
CAGL0D03762g,2,0,0,0,0,0,1,0
CAGL0D03784g,154,121,174,131,70,96,145,95
CAGL0D03806g,886,713,739,646,462,554,815,673
CAGL0D03828g,693,527,638,607,333,403,736,522
CAGL0D03850g,1230,734,1124,888,336,752,1069,572
CAGL0D03872g,140,74,135,121,43,48,102,64
CAGL0D03894g,346,247,731,611,150,153,392,267
CAGL0D03916g,593,485,476,369,170,439,525,347
CAGL0D03938g,522,308,476,475,192,358,431,307
CAGL0D03960g,656,609,602,450,205,355,529,378
CAGL0D03982g,912,598,1187,1592,466,375,1206,604
CAGL0D04004g,599,511,637,450,242,335,594,422
CAGL0D04026g,218,135,154,120,55,66,54,42
CAGL0D04048g,1017,887,1011,906,444,659,1053,865
CAGL0D04070g,505,377,617,605,249,302,536,438
CAGL0D04092g,1777,988,3989,2756,1242,1269,2762,1547
CAGL0D04114g,8397,7814,7055,5409,3440,4035,5603,4707
CAGL0D04136g,747,624,624,685,355,317,586,454
CAGL0D04158g,2771,2110,1980,1615,1171,1532,2456,1899
CAGL0D04180g,3469,2558,2328,1367,1005,1942,2097,1912
CAGL0D04202g,983,697,917,638,300,483,762,505
CAGL0D04224r,0,0,0,0,0,0,0,0
CAGL0D04246g,342,241,343,227,141,235,361,224
CAGL0D04268g,918,737,920,825,384,647,1177,648
CAGL0D04290g,3533,3019,2930,2604,1138,1246,2540,2046
CAGL0D04312g,2712,1612,2227,1835,947,1363,2028,1192
CAGL0D04334r,0,0,0,0,0,0,0,0
CAGL0D04356g,1319,1134,2484,2084,631,420,1445,1181
CAGL0D04378g,1239,817,2633,2001,548,767,1491,865
CAGL0D04394g,171,163,151,129,91,156,152,126
CAGL0D04400g,0,0,7,5,0,1,2,1
CAGL0D04422g,583,418,419,322,266,355,472,261
CAGL0D04444g,210,124,248,178,40,140,231,98
CAGL0D04466g,253,215,272,215,147,188,351,205
CAGL0D04488g,10,2,13,5,1,0,5,4
CAGL0D04510g,1103,651,1023,749,306,655,1159,698
CAGL0D04532r,0,1,0,0,0,0,0,0
CAGL0D04576g,1917,1519,1481,1030,627,1152,1451,1004
CAGL0D04598r,2,0,0,0,1,0,0,0
CAGL0D04620g,2188,1470,1807,1146,624,1418,1294,773
CAGL0D04642g,705,530,709,629,246,457,674,399
CAGL0D04664r,0,0,0,0,0,0,0,0
CAGL0D04686g,14,10,2,5,8,6,9,8
CAGL0D04708g,1150,911,740,1001,460,487,1278,774
CAGL0D04730g,1581,1101,1500,1156,612,737,1530,1138
CAGL0D04752g,972,552,1563,1857,775,525,1612,610
CAGL0D04774g,1975,1119,1737,1274,836,1171,1386,841
CAGL0D04796g,392,243,337,250,154,173,235,142
CAGL0D04818g,2067,1529,1719,1497,697,903,1847,1287
CAGL0D04834g,971,676,617,431,503,638,681,518
CAGL0D04840g,48,29,47,61,21,21,46,24
CAGL0D04862g,1749,1183,1665,1726,676,1096,1850,981
CAGL0D04884g,3516,2448,2507,1360,1111,2138,2238,1785
CAGL0D04906r,1,3,2,0,1,1,0,0
CAGL0D04928g,414,264,336,269,166,237,310,150
CAGL0D04950g,1308,999,1154,1010,750,886,1089,654
CAGL0D04972g,837,556,1070,1184,626,642,1093,585
CAGL0D04994g,672,571,741,613,287,534,833,516
CAGL0D05016g,1745,1471,1277,699,591,1247,1084,1035
CAGL0D05038r,0,1,0,0,0,0,0,0
CAGL0D05060g,3063,2167,2500,1750,947,1421,2215,1649
CAGL0D05082g,747,417,1250,1118,335,296,1230,708
CAGL0D05093t,3,6,13,15,0,2,7,8
CAGL0D05104g,2,5,6,11,0,1,5,6
CAGL0D05126r,0,0,0,1,0,0,0,0
CAGL0D05148g,628,572,390,393,391,607,361,285
CAGL0D05170g,2,0,1906,2014,0,4,1896,1139
CAGL0D05192g,4309,3545,3401,2748,1511,2401,3237,2729
CAGL0D05214g,21752,18521,15846,10765,9095,16861,15222,11858
CAGL0D05236g,102,93,61,46,31,69,103,54
CAGL0D05258g,1453,1053,1278,1012,460,1002,1175,829
CAGL0D05280g,641,369,629,665,307,279,509,279
CAGL0D05302g,930,762,686,849,543,566,756,435
CAGL0D05318g,347,249,434,364,233,254,308,185
CAGL0D05324g,914,620,1027,895,314,554,1064,635
CAGL0D05346g,578,368,675,628,257,377,649,390
CAGL0D05368g,396,318,465,418,198,291,457,223
CAGL0D05390r,0,0,1,0,0,0,0,0
CAGL0D05412g,2838,2015,2131,1899,1305,1479,2338,1544
CAGL0D05434g,2734,1955,4899,3768,989,1081,4311,3412
CAGL0D05456g,4,3,3,8,0,2,4,4
CAGL0D05478g,2675,2136,2534,2428,1154,1625,2589,1801
CAGL0D05500g,2420,1462,1664,933,469,1411,1543,1118
CAGL0D05522g,594,382,609,545,197,434,711,281
CAGL0D05544g,3062,2167,2336,1819,834,1637,2048,1554
CAGL0D05566g,917,753,634,506,278,409,403,343
CAGL0D05588g,2437,1608,1955,959,615,1514,1571,1150
CAGL0D05610g,1544,1043,1236,876,558,953,1253,891
CAGL0D05632g,263,209,236,184,150,182,222,178
CAGL0D05654g,6,4,3,2,1,9,2,2
CAGL0D05676g,1192,894,1087,908,356,749,1105,787
CAGL0D05698g,360,228,377,334,82,122,309,187
CAGL0D05720g,4,4,2,1,0,6,2,4
CAGL0D05742g,5210,2957,4028,3361,1975,3210,4655,2275
CAGL0D05764g,881,584,917,706,232,514,924,492
CAGL0D05786g,590,470,478,377,215,378,478,352
